target,scenario,split,exclude_2020,model,features,n,periods,weighted_rmse,rmse,weighted_mae,mae,pearson,spearman,oos_r2
whip,season_to_next,all,True,xWHIP_lgBABIP,xwhip_lgbabip,2032,7,0.1850726793016798,0.2059693663677835,0.14366015076238137,0.15956598746908052,0.3206223847599266,0.32876747840981724,0.11409872206409288
whip,season_to_next,all,True,pWHIP,pWHIP,2032,7,0.1847889961689797,0.20575695816590844,0.1434125018315337,0.15935411411582526,0.3210126998720997,0.3258914260148951,0.11681249527141402
whip,season_to_next,all,True,KBB,kbb,2032,7,0.17788452058791113,0.20049567887286485,0.13836870181200833,0.15569993189269596,0.38541097461893664,0.37109515485575545,0.1815785205664323
whip,season_to_next,all,True,KBB_reg_direct,KBB_reg_direct,2032,7,0.17584167763441763,0.19813876180983298,0.13684064231183235,0.1539246685534316,0.40356174948726514,0.386311772889516,0.20026824555073164
whip,season_to_next,all,True,KBB_reg_component,KBB_reg_component,2032,7,0.17768043264267924,0.19957891711329298,0.1374897868239467,0.15440679464496948,0.3860661254651259,0.3754795596866666,0.18345540271782212
whip,season_to_next,all,True,CCR,CCR,2032,7,0.18686638772368996,0.2071300620574425,0.14597196607492313,0.16124652671946477,0.29255613920603896,0.29298421616578785,0.096843349200468
whip,season_to_next,all,True,WSI_raw,wsi_raw,2032,7,0.17924177028966695,0.20201284912970113,0.1392495349783522,0.15657848098553287,0.37306767528889084,0.3638347140860945,0.16904184804090483
whip,season_to_next,all,True,WSI_xWHIP_lgBABIP,wsi_xlgbabip,2032,7,0.1785454818311819,0.20108438920354718,0.13863236632613704,0.15588953082129312,0.38127183928726827,0.37111177574062554,0.1754852431443712
whip,season_to_next,all,True,WSI_reg_tuned,WSI_reg_tuned,2032,7,0.1780315058620532,0.19993887437467456,0.1379142603965952,0.15464039019659212,0.3819021328359095,0.3677133813123365,0.18022544492909787
whip,season_to_next,all,True,WAI,WAI,2032,7,0.1820430212754741,0.2035156224038341,0.14098707278133263,0.15739606023847602,0.3467230933133469,0.34603841703759775,0.14286590083372463
whip,season_to_next,all,True,xWAI_ratio,xWAI_ratio,2032,7,0.17849105223127676,0.20033643253915473,0.1381548337104738,0.15490056643374361,0.3797967157932334,0.36595208928313366,0.1759878732567628
whip,season_to_next,all,True,KBB_best_plus_pWHIP,KBB_reg_component+pWHIP,2032,7,0.1779576419682407,0.19968009200089157,0.1377474288084664,0.15455648404694255,0.3850117228235172,0.37454018386664933,0.18090554005235726
whip,season_to_next,all,True,KBB_best_plus_pWHIP_plus_logTBF,KBB_reg_component+pWHIP+log_current_tbf,2032,7,0.17766615411678968,0.19937939575194913,0.13776429113545446,0.1545371803438032,0.3888913050108123,0.3763318271314788,0.18358663365342887
whip,season_to_next,starter,True,WHIP,whip,775,7,0.16571412117695694,0.17380129062774305,0.1312373895773905,0.1360553983903512,0.39664157144011775,0.40541600241095693,0.15479386540865536
whip,season_to_next,starter,True,WHIP_reg,WHIP_reg,775,7,0.1651125122687383,0.17301802263121785,0.13122899257790735,0.13590312045458283,0.4042862069917288,0.4042292926689331,0.16091960214573398
whip,season_to_next,starter,True,xWHIP_lgBABIP,xwhip_lgbabip,775,7,0.16146920849545654,0.17038726865654122,0.12693118004630186,0.13250700388371695,0.4398775098575792,0.4437963726017366,0.1975406579542459
whip,season_to_next,starter,True,pWHIP,pWHIP,775,7,0.16148457120905868,0.17036239317950577,0.12698568380407702,0.13252421097743236,0.43995931855939663,0.44274074735375224,0.19738795342778948
whip,season_to_next,starter,True,KBB,kbb,775,7,0.1510779866456356,0.1597284028239531,0.11880137859497353,0.12411265000191872,0.5305254953928653,0.5140355002842694,0.2975005612595496
whip,season_to_next,starter,True,KBB_reg_direct,KBB_reg_direct,775,7,0.15168620467319083,0.16016867510402116,0.1199836545529717,0.12525152448839633,0.5257844267244605,0.513315771030439,0.2918328541150019
whip,season_to_next,starter,True,KBB_reg_component,KBB_reg_component,775,7,0.15418128453153682,0.16230026842287332,0.12106443817871487,0.12621251856761298,0.509131009356458,0.4927489311047345,0.26834402474998886
whip,season_to_next,starter,True,CCR,CCR,775,7,0.16702423011770043,0.1733735383828925,0.13340896108933675,0.13722267446822256,0.40136432607204287,0.387972659955771,0.14137691312105038
