target,scenario,split,exclude_2020,model,features,n,periods,weighted_rmse,rmse,weighted_mae,mae,pearson,spearman,oos_r2
era,season_to_next,starter,True,HR9_reg,HR9_reg,775,7,0.9596719389703622,1.0475456497488993,0.749072422710064,0.8059753373452443,0.3036432153732893,0.3266280658955596,0.11850837961148508
era,season_to_next,starter,True,EDF,EDF,775,7,0.9333955540012926,1.013646149280198,0.727097112045412,0.7809808607367467,0.3886617729078985,0.3911435845322548,0.1661190514557832
era,season_to_next,starter,True,EDF_z,EDF_z,775,7,0.9466415931698537,1.033678703943123,0.7312694155749653,0.7905503866535541,0.34364508352293455,0.34979203460270153,0.14228350783887944
era,season_to_next,starter,True,KBB_best_plus_pWHIP_plus_HR9_reg,KBB_reg_component+pWHIP+HR9_reg,775,7,0.929980779050876,1.0105578780330162,0.7243113169213784,0.7786469860951933,0.3943009658269503,0.39586289735456465,0.1722093033852351
era,season_to_next,starter,True,KBB_best_plus_pWHIP_plus_HR9_reg_plus_ERA_reg,KBB_reg_component+pWHIP+HR9_reg+ERA_reg,775,7,0.9333955540012949,1.0136461492802005,0.7270971120454136,0.7809808607367479,0.3886617729078939,0.3911435845322548,0.16611905145577888
era,season_to_next,reliever,True,ERA,era,1362,7,1.2902847135134827,1.4555941158428105,0.9935379816731194,1.1078995496785025,0.09623646565336057,0.097171330625464,0.006216810499299563
era,season_to_next,reliever,True,ERA_reg,ERA_reg,1362,7,1.288834741315484,1.452462204029374,0.9918398180222341,1.1047147488502416,0.11387910153623348,0.10511851682415016,0.008449105951645941
era,season_to_next,reliever,True,WHIP,whip,1362,7,1.2833829798798841,1.450603779042177,0.9838644486410082,1.0996941503112798,0.1345073090417799,0.1316326427336472,0.01681987020779674
era,season_to_next,reliever,True,WHIP_reg,WHIP_reg,1362,7,1.2836037406975345,1.4491852686915874,0.9811495535847241,1.0964257867485345,0.14391878713210932,0.13539318391757474,0.016481598124633234
era,season_to_next,reliever,True,xWHIP_lgBABIP,xwhip_lgbabip,1362,7,1.2757712088098616,1.4432262433088745,0.975902906370489,1.0926526388079711,0.16823388923415225,0.17574307909271,0.02844780835384242
era,season_to_next,reliever,True,pWHIP,pWHIP,1362,7,1.2763194112691794,1.4435948481729726,0.976192642279806,1.0927869276451003,0.16707090043712686,0.1742860359686256,0.027612671569815395
era,season_to_next,reliever,True,KBB,kbb,1362,7,1.2638876707622233,1.434616643689418,0.9686456156886466,1.0871287840011756,0.20874940673906414,0.19965969300755157,0.04646311630147204
era,season_to_next,reliever,True,KBB_reg_best,KBB_reg_direct,1362,7,1.26345385734532,1.4344623027041667,0.9672963358151463,1.085763090563395,0.2106275221750559,0.20095075394551237,0.04711758285249856
era,season_to_next,reliever,True,CCR,CCR,1362,7,1.2924684233163954,1.4576786331825273,0.993765198005849,1.107835667106774,0.09058028954053358,0.08811860319458753,0.0028501574428448917
era,season_to_next,reliever,True,WAI,WAI,1362,7,1.2744025749885801,1.4421389518149748,0.9741523952803267,1.0913059370669245,0.17379568723714958,0.17787633478319448,0.03053123198945462
era,season_to_next,reliever,True,HR9,hr9,1362,7,1.2972381261105093,1.464188537656935,0.9984018617836851,1.1127313492389102,0.012199981976258318,0.019899124471353048,-0.004523151233353451
era,season_to_next,reliever,True,HR9_reg,HR9_reg,1362,7,1.2673691622552279,1.4401665742897283,0.970654386515794,1.0901540429428165,0.19303746181409656,0.19151947713517073,0.04120267603776895
era,season_to_next,reliever,True,EDF,EDF,1362,7,1.2643933756659989,1.4348487344717271,0.968832268543126,1.0868215740508942,0.2062252854593502,0.1974756156510259,0.04569990805217361
era,season_to_next,reliever,True,EDF_z,EDF_z,1362,7,1.26536705987237,1.4337867301090899,0.9676995742914496,1.0852866662256508,0.2060838890141584,0.2019366537069405,0.0442295670653422
era,season_to_next,reliever,True,KBB_best_plus_pWHIP_plus_HR9_reg,KBB_reg_component+pWHIP+HR9_reg,1362,7,1.2624065560982876,1.4335582385098693,0.967330633958565,1.0860696982969569,0.21025722388694038,0.20269721562714332,0.04869665331227613
era,season_to_next,reliever,True,KBB_best_plus_pWHIP_plus_HR9_reg_plus_ERA_reg,KBB_reg_component+pWHIP+HR9_reg+ERA_reg,1362,7,1.264393375666,1.434848734471728,0.9688322685431268,1.086821574050895,0.2062252854593472,0.1974756156510259,0.04569990805217217
