kind,target,scenario,split,exclude_2020,model,bucket,n,avg_score,future_value
decile,era,season_to_next,all,False,WHIP,7,224,1.3270897684441862,4.24344234659474
decile,era,season_to_next,all,False,WHIP,8,225,1.3872324180671667,4.224746792170829
decile,era,season_to_next,all,False,WHIP,9,225,1.467897711330752,4.290533278214139
decile,era,season_to_next,all,False,WHIP,10,225,1.617957007050058,4.299235664500488
decile,era,season_to_next,all,False,WHIP_reg,1,225,1.1230135479064114,3.4731258558115425
decile,era,season_to_next,all,False,WHIP_reg,2,225,1.1799489034375032,3.6615809425749988
decile,era,season_to_next,all,False,WHIP_reg,3,225,1.2060713170222253,3.9871191739437575
decile,era,season_to_next,all,False,WHIP_reg,4,224,1.2267296500205993,3.9380750693734483
decile,era,season_to_next,all,False,WHIP_reg,5,225,1.2440661253442709,4.080041400724513
decile,era,season_to_next,all,False,WHIP_reg,6,225,1.2620146964094996,4.083408954581109
decile,era,season_to_next,all,False,WHIP_reg,7,224,1.2808606549741515,4.2281440835472175
decile,era,season_to_next,all,False,WHIP_reg,8,225,1.3010420225721857,4.151583673065179
decile,era,season_to_next,all,False,WHIP_reg,9,225,1.3272206733766139,4.38194375434761
decile,era,season_to_next,all,False,WHIP_reg,10,225,1.3836853243855651,4.340551960913773
decile,era,season_to_next,all,False,pWHIP,1,225,1.0512221867244829,3.299879436132064
decile,era,season_to_next,all,False,pWHIP,2,225,1.1380690926116235,3.684125388012067
decile,era,season_to_next,all,False,pWHIP,3,225,1.1820060820465383,3.7941911990523405
decile,era,season_to_next,all,False,pWHIP,4,224,1.2149627758999944,4.042056443343692
decile,era,season_to_next,all,False,pWHIP,5,225,1.2447097339544955,4.118490665034323
decile,era,season_to_next,all,False,pWHIP,6,225,1.2744778271556725,4.07448003234356
decile,era,season_to_next,all,False,pWHIP,7,224,1.306552292216953,4.307607047969878
decile,era,season_to_next,all,False,pWHIP,8,225,1.3403768961433566,4.251264086147687
decile,era,season_to_next,all,False,pWHIP,9,225,1.3831482274118743,4.3685809486475895
decile,era,season_to_next,all,False,pWHIP,10,225,1.4755441328097672,4.363837965700768
decile,era,season_to_next,all,False,xWHIP_lgBABIP,1,225,0.9937480224400487,3.193631917138199
decile,era,season_to_next,all,False,xWHIP_lgBABIP,2,225,1.1059320727614927,3.759255413823792
decile,era,season_to_next,all,False,xWHIP_lgBABIP,3,225,1.162834950773237,3.775886966616644
decile,era,season_to_next,all,False,xWHIP_lgBABIP,4,224,1.2057013141576516,4.042807817894918
decile,era,season_to_next,all,False,xWHIP_lgBABIP,5,225,1.2453407916574326,4.1014578351436235
decile,era,season_to_next,all,False,xWHIP_lgBABIP,6,225,1.2814898625182807,4.203156506314529
decile,era,season_to_next,all,False,xWHIP_lgBABIP,7,224,1.3220715095508697,4.156634778230421
decile,era,season_to_next,all,False,xWHIP_lgBABIP,8,225,1.365789629851724,4.2793811932645
decile,era,season_to_next,all,False,xWHIP_lgBABIP,9,225,1.4229367735923677,4.4238723225535495
decile,era,season_to_next,all,False,xWHIP_lgBABIP,10,225,1.540591096303293,4.348220480969386
decile,era,season_to_next,all,True,CCR,1,204,4.208939838627187,3.6407158539019364
decile,era,season_to_next,all,True,CCR,2,203,3.505424730918491,3.7946081156197886
decile,era,season_to_next,all,True,CCR,3,203,3.2471701322546447,3.9780832901792427
decile,era,season_to_next,all,True,CCR,4,203,3.060349618743514,4.083842234893216
decile,era,season_to_next,all,True,CCR,5,203,2.9178051813444523,3.9037989889383855
decile,era,season_to_next,all,True,CCR,6,203,2.7821174485495686,4.099725997168025
decile,era,season_to_next,all,True,CCR,7,203,2.654968714727016,4.141038178298443
decile,era,season_to_next,all,True,CCR,8,203,2.524720056776466,4.097067763275523
decile,era,season_to_next,all,True,CCR,9,203,2.3653303705805784,4.273577359640436
decile,era,season_to_next,all,True,CCR,10,204,2.09602799018751,4.31726019035993
decile,era,season_to_next,all,True,EDF,1,204,3.1597578392210224,3.292395656441336
decile,era,season_to_next,all,True,EDF,2,203,3.5714879886616946,3.457635387867946
decile,era,season_to_next,all,True,EDF,3,203,3.740716553669051,3.861278714742658
decile,era,season_to_next,all,True,EDF,4,203,3.860446038335832,3.809002748534979
decile,era,season_to_next,all,True,EDF,5,203,3.9778741418946293,4.001362703005414
decile,era,season_to_next,all,True,EDF,6,203,4.086423782321245,4.009891461262899
decile,era,season_to_next,all,True,EDF,7,203,4.197098237124292,4.24071609426735
decile,era,season_to_next,all,True,EDF,8,203,4.329396482151172,4.365433130332781
decile,era,season_to_next,all,True,EDF,9,203,4.486539109633754,4.4104879701796
decile,era,season_to_next,all,True,EDF,10,204,4.778376984899119,4.6429473258926315
decile,era,season_to_next,all,True,EDF_z,1,204,-5.715819978904428,3.257821485123761
decile,era,season_to_next,all,True,EDF_z,2,203,-3.3368481257193627,3.555851772860571
decile,era,season_to_next,all,True,EDF_z,3,203,-2.1544363273152016,3.7636422402183483
decile,era,season_to_next,all,True,EDF_z,4,203,-1.2250751147647332,3.910332052689353
decile,era,season_to_next,all,True,EDF_z,5,203,-0.48798196574547426,4.040035458426803
decile,era,season_to_next,all,True,EDF_z,6,203,0.3168222043577775,4.136891107812711
decile,era,season_to_next,all,True,EDF_z,7,203,1.0549465113325727,4.178438661710038
decile,era,season_to_next,all,True,EDF_z,8,203,1.8502495686284497,4.283857371659783
decile,era,season_to_next,all,True,EDF_z,9,203,3.007652826035583,4.419914292916562
decile,era,season_to_next,all,True,EDF_z,10,204,5.265156230776817,4.570190641247835
decile,era,season_to_next,all,True,ERA,1,204,2.0067680330286115,3.5239403453689166
decile,era,season_to_next,all,True,ERA,2,203,2.736333259255355,3.670728929384966
decile,era,season_to_next,all,True,ERA,3,203,3.1000905802980423,3.7070867430441896
decile,era,season_to_next,all,True,ERA,4,203,3.3863259159803127,3.817714998720246
decile,era,season_to_next,all,True,ERA,5,203,3.6547713767543955,4.031031998165919
decile,era,season_to_next,all,True,ERA,6,203,3.936647600456113,4.126007705507171
decile,era,season_to_next,all,True,ERA,7,203,4.25029150629599,4.20660199797307
decile,era,season_to_next,all,True,ERA,8,203,4.580900312127245,4.185100571144773
decile,era,season_to_next,all,True,ERA,9,203,5.043047980707103,4.312660458092122
decile,era,season_to_next,all,True,ERA,10,204,6.082471474879867,4.395897812516393
decile,era,season_to_next,all,True,ERA_reg,1,204,3.0394926499517685,3.569023340899083
