captureDate,capturedAtUtc,slateDate,source,sourceUrl,draftGroupId,contestTypeId,selectionReason,position,namePlusId,dkName,dkPlayerId,rosterPosition,salary,gameInfo,gameDateTimeEt,teamAbbrev,opponent,homeAway,avgPointsPerGame,mlbamId,mlbName,joinStatus,joinMethod,joinNote
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Cristopher Sanchez (44168478),Cristopher Sanchez,44168478,P,10500,PHI@NYM 09/17/2026 07:15PM ET,09/17/2026 07:15PM ET,PHI,NYM,away,21.5,650911,Cristopher Sánchez,mapped,identity_name_team_map,Stable identity seed from old DK-ID map. Pilot join status: matched via normalized_name_team
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Jesus Luzardo (44168479),Jesus Luzardo,44168479,P,10500,PHI@NYM 09/17/2026 07:15PM ET,09/17/2026 07:15PM ET,PHI,NYM,away,22.8,666200,Jesús Luzardo,mapped,identity_name_team_map,Stable identity seed from old DK-ID map. Pilot join status: matched via normalized_name_team
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Zack Wheeler (44168480),Zack Wheeler,44168480,P,10000,PHI@NYM 09/17/2026 07:15PM ET,09/17/2026 07:15PM ET,PHI,NYM,away,21,554430,Zack Wheeler,mapped,identity_name_team_map,Stable identity seed from old DK-ID map. Pilot join status: matched via normalized_name_team
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Jacob deGrom (44168481),Jacob deGrom,44168481,P,9800,BOS@TEX 09/17/2026 08:05PM ET,09/17/2026 08:05PM ET,TEX,BOS,home,19,594798,Jacob deGrom,mapped,identity_name_team_map,Stable identity seed from old DK-ID map. Pilot join status: matched via normalized_name_team
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Taj Bradley (44168229),Taj Bradley,44168229,P,9500,MIN@LAA 09/17/2026 09:38PM ET,09/17/2026 09:38PM ET,MIN,LAA,away,18.3,671737,Taj Bradley,mapped,identity_name_team_map,Proposed from review candidates; basis=exact normalized name + team; role-compatible; hot-dog-stand-latest.json|statcast_pitcher_2026; confidence=high; sources=hot-dog-stand-latest.json|statcast_pitcher_2026
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Hunter Brown (44168482),Hunter Brown,44168482,P,9500,KC@HOU 09/17/2026 07:15PM ET,09/17/2026 07:15PM ET,HOU,KC,home,17.3,686613,Hunter Brown,mapped,identity_name_team_map,Stable identity seed from old DK-ID map. Pilot join status: matched via normalized_name_team
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Joe Ryan (44168483),Joe Ryan,44168483,P,9500,MIN@LAA 09/17/2026 09:38PM ET,09/17/2026 09:38PM ET,MIN,LAA,away,15.7,657746,Joe Ryan,mapped,identity_name_team_map,Proposed from review candidates; basis=exact normalized name + team; role-compatible; hot-dog-stand-latest.json|statcast_pitcher_2026; confidence=high; sources=hot-dog-stand-latest.json|statcast_pitcher_2026
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Mick Abel (44168484),Mick Abel,44168484,P,9500,MIN@LAA 09/17/2026 09:38PM ET,09/17/2026 09:38PM ET,MIN,LAA,away,14.2,690953,Mick Abel,mapped,identity_name_team_map,Proposed from review candidates; basis=exact normalized name + team; role-compatible; statcast_pitcher_2026; confidence=high; sources=statcast_pitcher_2026
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Nathan Eovaldi (44168485),Nathan Eovaldi,44168485,P,9300,BOS@TEX 09/17/2026 08:05PM ET,09/17/2026 08:05PM ET,TEX,BOS,home,17,543135,Nathan Eovaldi,mapped,identity_name_team_map,Stable identity seed from old DK-ID map. Pilot join status: matched via normalized_name_team
2026-09-17,2026-09-17T17:43:16.146301+00:00,2026-09-17,DraftKings official lineup CSV,https://www.draftkings.com/lineup/getavailableplayerscsv?contestTypeId=9&draftGroupId=153604,153604,9,Selected largest-prize regular Classic MLB draft group after excluding Turbo/Night/qualifier/satellite/showdown/snake/single-stat slates.,SP,Reid Detmers (44168486),Reid Detmers,44168486,P,9200,MIN@LAA 09/17/2026 09:38PM ET,09/17/2026 09:38PM ET,LAA,MIN,home,19,672282,Reid Detmers,mapped,identity_name_team_map,Stable identity seed from old DK-ID map. Pilot join status: matched via normalized_name_team
