slateDate,draftGroupId,contestTypeId,dkPlayerId,dkName,position,rosterPosition,teamAbbrev,salary,gameInfo,reviewReason,mapAliasName,mapTeamAbbrev,mapMlbamId,mapMlbName,mapMatchedTeams
2026-09-21,153761,9,44217745,Jose Soriano,SP,P,TOR,8500,TOR@BAL 09/21/2026 06:35PM ET,team_change_new_alias,Jose Soriano,LAA,667755,José Soriano,LAA
2026-09-21,153761,9,44217584,Shane Baz,SP,P,BAL,8000,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217747,Trevor Rogers,SP,P,BAL,8000,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217748,Connelly Early,SP,P,WSH,8000,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217750,Zach Eflin,SP,P,BAL,8000,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217751,River Ryan,SP,P,DET,7800,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217752,Reese Olson,SP,P,DET,7800,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217755,Spencer Arrighetti,SP,P,TOR,7500,TOR@BAL 09/21/2026 06:35PM ET,team_change_new_alias,Spencer Arrighetti,HOU,681293,Spencer Arrighetti,HOU
2026-09-21,153761,9,44217760,Anthony Molina,RP,P,SF,7200,MIN@SF 09/21/2026 09:45PM ET,team_change_new_alias,Anthony Molina,ATL,683627,Anthony Molina,ATL
2026-09-21,153761,9,44217762,Pablo Lopez,SP,P,MIN,7100,MIN@SF 09/21/2026 09:45PM ET,new_player,,,,,
2026-09-21,153761,9,44217765,Dean Kremer,SP,P,MIN,7100,MIN@SF 09/21/2026 09:45PM ET,new_player,,,,,
2026-09-21,153761,9,44217766,Brandon Young,SP,P,BAL,7000,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217767,Chris Bassitt,SP,P,BAL,7000,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217768,Kyle Bradish,SP,P,BAL,7000,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217769,Cade Povich,SP,P,BAL,7000,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217770,Andrew Sears,SP,P,DET,6800,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217772,Jackson Jobe,SP,P,DET,6800,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217775,Jameson Taillon,SP,P,TOR,6500,TOR@BAL 09/21/2026 06:35PM ET,team_change_new_alias,Jameson Taillon,CHC,592791,Jameson Taillon,CHC
2026-09-21,153761,9,44217587,Jackson Kent,SP,P,WSH,6000,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217589,Pete Alonso,1B,1B,BAL,5700,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217783,Miguel Mendez,SP,P,SF,5700,MIN@SF 09/21/2026 09:45PM ET,team_change_new_alias,Miguel Mendez,SD,700280,Miguel Mendez,SD
2026-09-21,153761,9,44217790,Matt Wilkinson,RP,P,SF,5700,MIN@SF 09/21/2026 09:45PM ET,new_player,,,,,
2026-09-21,153761,9,44217791,Cesar Perdomo,RP,P,SF,5700,MIN@SF 09/21/2026 09:45PM ET,new_player,,,,,
2026-09-21,153761,9,44217793,Jack Anderson,RP,P,MIN,5600,MIN@SF 09/21/2026 09:45PM ET,new_player,,,,,
2026-09-21,153761,9,44217795,Marco Raya,RP,P,MIN,5600,MIN@SF 09/21/2026 09:45PM ET,new_player,,,,,
2026-09-21,153761,9,44217797,David Festa,SP,P,MIN,5600,MIN@SF 09/21/2026 09:45PM ET,new_player,,,,,
2026-09-21,153761,9,44217798,Luis De Leon,RP,P,BAL,5500,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217799,Keegan Akin,RP,P,BAL,5500,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217805,Trey Gibson,SP,P,BAL,5500,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217807,Jake Miller,SP,P,DET,5300,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217809,Yilber Diaz,RP,P,DET,5300,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217811,Sawyer Gipson-Long,RP,P,DET,5300,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217594,Gunnar Henderson,SS,SS,BAL,5100,TOR@BAL 09/21/2026 06:35PM ET,new_player,,,,,
2026-09-21,153761,9,44217812,Chase Hampton,SP,P,WSH,5000,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217815,Eddy Yean,RP,P,WSH,5000,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
2026-09-21,153761,9,44217816,Will Dion,RP,P,WSH,5000,WSH@DET 09/21/2026 06:40PM ET,new_player,,,,,
