slateDate,draftGroupId,contestTypeId,dkPlayerId,dkName,position,rosterPosition,teamAbbrev,salary,gameInfo,reviewReason,mapAliasName,mapTeamAbbrev,mapMlbamId,mapMlbName,mapMatchedTeams
2026-09-20,153752,9,44213406,Gavin Williams,SP,P,CLE,10400,ATH@CLE 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213407,Payton Tolle,SP,P,BOS,10100,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213925,Parker Messick,SP,P,CLE,10100,ATH@CLE 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213926,Drew Rasmussen,SP,P,TB,9800,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213928,Garrett Crochet,SP,P,BOS,9400,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213929,Sonny Gray,SP,P,BOS,9300,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213931,Ian Seymour,RP,P,TB,9200,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213934,Braxton Ashcraft,RP,P,PIT,8800,KC@PIT 09/20/2026 01:35PM ET,new_player,,,,,
2026-09-20,153752,9,44213936,Foster Griffin,SP,P,CLE,8700,ATH@CLE 09/20/2026 01:40PM ET,team_change_new_alias,Foster Griffin,WSH,656492,Foster Griffin,WSH
2026-09-20,153752,9,44213939,Paul Skenes,SP,P,PIT,8600,KC@PIT 09/20/2026 01:35PM ET,new_player,,,,,
2026-09-20,153752,9,44213940,Shane McClanahan,SP,P,TB,8600,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213942,Kevin Gausman,SP,P,CHC,8500,CHC@CIN 09/20/2026 01:40PM ET,team_change_new_alias,Kevin Gausman,TOR,592332,Kevin Gausman,TOR
2026-09-20,153752,9,44213944,Nick Martinez,RP,P,TB,8400,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213946,Joe Boyle,RP,P,TB,8400,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213948,Ranger Suarez,SP,P,BOS,8400,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213950,Tanner Bibee,SP,P,CLE,8300,ATH@CLE 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213951,Jake Bennett,SP,P,BOS,8300,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213412,Quinn Mathews,SP,P,STL,8200,WSH@STL 09/20/2026 02:15PM ET,new_player,,,,,
2026-09-20,153752,9,44213954,Jose Soriano,SP,P,TOR,8200,TOR@TEX 09/20/2026 02:35PM ET,team_change_new_alias,Jose Soriano,LAA,667755,José Soriano,LAA
2026-09-20,153752,9,44213957,Logan Gilbert,SP,P,SEA,8100,SEA@COL 09/20/2026 03:10PM ET,new_player,,,,,
2026-09-20,153752,9,44213413,Griffin Jax,RP,P,TB,8000,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213960,Slade Cecconi,SP,P,CLE,8000,ATH@CLE 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213961,Connelly Early,SP,P,WSH,8000,WSH@STL 09/20/2026 02:15PM ET,new_player,,,,,
2026-09-20,153752,9,44213962,George Kirby,SP,P,SEA,8000,SEA@COL 09/20/2026 03:10PM ET,new_player,,,,,
2026-09-20,153752,9,44213963,Bryan Woo,SP,P,SEA,7900,SEA@COL 09/20/2026 03:10PM ET,new_player,,,,,
2026-09-20,153752,9,44213964,Reese Olson,SP,P,DET,7900,DET@CWS 09/20/2026 02:10PM ET,new_player,,,,,
2026-09-20,153752,9,44213965,River Ryan,SP,P,DET,7900,DET@CWS 09/20/2026 02:10PM ET,new_player,,,,,
2026-09-20,153752,9,44213966,Joey Cantillo,RP,P,CLE,7900,ATH@CLE 09/20/2026 01:40PM ET,new_player,,,,,
2026-09-20,153752,9,44213968,Zac Thornton,SP,P,NYM,7800,PHI@NYM 09/20/2026 01:10PM ET,new_player,,,,,
2026-09-20,153752,9,44213975,Clay Holmes,RP,P,CHC,7700,CHC@CIN 09/20/2026 01:40PM ET,team_change_new_alias,Clay Holmes,NYM,605280,Clay Holmes,NYM
2026-09-20,153752,9,44213984,Tyler Wells,SP,P,TB,7600,BOS@TB 09/20/2026 01:40PM ET,new_player,,,,,
